Hm0 deep,Tp deep,Tm deep,"Tm-1,0 deep",h deep,m,b,h,Hm0 toe,Tp toe,Tm toe,"Tm-1,0 toe",ht,Bt,gf,cotad,cotau,cotaexcl,cotaincl,Rc,B,hb,tanaB,Bh,Ac,Gc,q,,,
m,s,s,s,m,,°,m,m,s,s,s,m,m,,,,,,m,m,m,,m,m,m,m3/s/m,,,
0.076,1.190,0.992,1.082,0.533,44,0,0.188,0.091,1.129,0.940,1.026,0.118,0.161,0.46,1.50,1.50,1.50,1.50,0.157,0.000,0.000,0.00,0.000,0.177,0.365,0.000E+00,,,
0.076,1.190,0.992,1.082,0.533,45,45,0.188,0.091,1.108,0.923,1.007,0.118,0.161,0.46,1.50,1.50,1.50,1.50,0.157,0.000,0.000,0.00,0.000,0.177,0.365,0.000E+00,,,
0.076,1.190,0.992,1.082,0.533,45,45,0.188,0.091,1.108,0.923,1.007,0.118,0.161,0.46,1.50,1.50,1.50,1.50,0.157,0.000,0.000,0.00,0.000,0.177,0.365,0.000E+00,,,
0.129,1.457,1.214,1.324,0.542,,,0.197,0.129,1.293,1.077,1.175,0.127,0.161,0.46,1.50,1.50,1.50,1.50,0.148,0.000,0.000,0.00,0.000,0.169,0.365,0.000E+00,,,
0.129,1.457,1.214,1.324,0.542,,,0.197,0.129,1.293,1.077,1.175,0.127,0.161,0.46,1.50,1.50,1.50,1.50,0.148,0.000,0.000,0.00,0.000,0.169,0.365,0.000E+00,,,
0.129,1.457,1.214,1.324,0.542,44,0,0.197,0.108,1.231,1.026,1.119,0.127,0.161,0.46,1.50,1.50,1.50,1.50,0.148,0.000,0.000,0.00,0.000,0.169,0.365,0.000E+00,,,
0.129,1.457,1.214,1.324,0.542,44,0,0.197,0.105,1.313,1.094,1.194,0.127,0.161,0.46,1.50,1.50,1.50,1.50,0.148,0.000,0.000,0.00,0.000,0.169,0.365,0.000E+00,,,
0.129,1.457,1.214,1.324,0.542,44,0,0.197,0.108,1.231,1.026,1.119,0.127,0.161,0.46,1.50,1.50,1.50,1.50,0.148,0.000,0.000,0.00,0.000,0.169,0.365,7.000E-07,,,
0.129,1.457,1.214,1.324,0.542,45,45,0.197,0.094,1.252,1.043,1.138,0.127,0.161,0.46,1.50,1.50,1.50,1.50,0.148,0.000,0.000,0.00,0.000,0.169,0.365,2.500E-07,,,
0.129,1.457,1.214,1.324,0.542,45,45,0.197,0.094,1.252,1.043,1.138,0.127,0.161,0.46,1.50,1.50,1.50,1.50,0.148,0.000,0.000,0.00,0.000,0.169,0.365,0.000E+00,,,
0.146,1.457,1.214,1.324,0.549,,,0.204,0.137,1.293,1.077,1.175,0.134,0.161,0.46,1.50,1.50,1.50,1.50,0.141,0.000,0.000,0.00,0.000,0.161,0.365,0.000E+00,,,
0.146,1.457,1.214,1.324,0.549,,,0.204,0.137,1.293,1.077,1.175,0.134,0.161,0.46,1.50,1.50,1.50,1.50,0.141,0.000,0.000,0.00,0.000,0.161,0.365,1.300E-08,,,
0.146,1.457,1.214,1.324,0.549,44,0,0.204,0.117,1.272,1.060,1.157,0.134,0.161,0.46,1.50,1.50,1.50,1.50,0.141,0.000,0.000,0.00,0.000,0.161,0.365,3.450E-08,,,
0.146,1.457,1.214,1.324,0.549,44,0,0.204,0.108,1.354,1.129,1.231,0.134,0.161,0.46,1.50,1.50,1.50,1.50,0.141,0.000,0.000,0.00,0.000,0.161,0.365,0.000E+00,,,
0.146,1.457,1.214,1.324,0.549,44,0,0.204,0.111,1.252,1.043,1.138,0.134,0.161,0.46,1.50,1.50,1.50,1.50,0.141,0.000,0.000,0.00,0.000,0.161,0.365,3.100E-06,,,
0.146,1.457,1.214,1.324,0.549,45,45,0.204,0.105,1.293,1.077,1.175,0.134,0.161,0.46,1.50,1.50,1.50,1.50,0.141,0.000,0.000,0.00,0.000,0.161,0.365,1.650E-06,,,
0.146,1.457,1.214,1.324,0.549,45,45,0.204,0.105,1.293,1.077,1.175,0.134,0.161,0.46,1.50,1.50,1.50,1.50,0.141,0.000,0.000,0.00,0.000,0.161,0.365,0.000E+00,,,
0.083,1.490,1.242,1.354,0.265,100,0,0.132,0.080,1.490,1.242,1.354,0.112,0.000,0.40,2.50,2.50,2.50,2.50,0.155,0.000,0.000,0.00,0.000,0.155,0.133,0.000E+00,,,
0.090,1.534,1.278,1.394,0.301,100,0,0.168,0.087,1.534,1.278,1.394,0.148,0.000,0.40,2.50,2.50,2.50,2.50,0.119,0.000,0.000,0.00,0.000,0.119,0.133,2.745E-06,,,
0.110,1.994,1.661,1.812,0.350,100,0,0.217,0.123,1.994,1.661,1.812,0.197,0.000,0.40,2.50,2.50,2.50,2.50,0.070,0.000,0.000,0.00,0.000,0.070,0.133,1.065E-03,,,
0.127,2.235,1.862,2.032,0.350,100,0,0.217,0.140,2.235,1.862,2.032,0.197,0.000,0.40,2.50,2.50,2.50,2.50,0.070,0.000,0.000,0.00,0.000,0.070,0.133,1.850E-03,,,
0.090,1.534,1.278,1.394,0.301,50,0,0.081,0.083,1.534,1.278,1.394,0.048,0.033,0.40,2.50,2.50,2.50,2.50,0.096,0.000,0.000,0.00,0.000,0.105,0.133,5.100E-06,,,
0.080,2.388,1.990,2.171,0.301,50,0,0.081,0.090,2.388,1.990,2.171,0.048,0.033,0.40,2.50,2.50,2.50,2.50,0.096,0.000,0.000,0.00,0.000,0.105,0.133,4.315E-05,,,
0.110,1.994,1.661,1.812,0.350,50,0,0.130,0.127,1.994,1.661,1.812,0.097,0.033,0.40,2.50,2.50,2.50,2.50,0.047,0.000,0.000,0.00,0.000,0.056,0.133,1.248E-03,,,
0.083,1.490,1.242,1.354,0.265,100,0,0.132,0.080,1.490,1.242,1.354,0.112,0.000,0.40,2.50,2.50,2.50,2.50,0.155,0.000,0.000,0.00,0.000,0.155,0.110,0.000E+00,,,
0.090,1.534,1.278,1.394,0.301,100,0,0.168,0.087,1.534,1.278,1.394,0.148,0.000,0.40,2.50,2.50,2.50,2.50,0.119,0.000,0.000,0.00,0.000,0.119,0.110,1.960E-06,,,
0.110,1.994,1.661,1.812,0.350,100,0,0.217,0.123,1.994,1.661,1.812,0.197,0.000,0.40,2.50,2.50,2.50,2.50,0.070,0.000,0.000,0.00,0.000,0.070,0.110,6.694E-04,,,
0.127,2.235,1.862,2.032,0.350,100,0,0.217,0.140,2.235,1.862,2.032,0.197,0.000,0.40,2.50,2.50,2.50,2.50,0.070,0.000,0.000,0.00,0.000,0.070,0.110,1.162E-03,,,
0.160,2.088,1.740,1.898,0.624,100,0,0.224,0.128,2.208,1.840,2.007,0.224,0.000,0.70,1.91,0.00,1.27,1.58,0.108,0.080,0.020,0.00,0.080,0.108,0.000,1.920E-03,,,
0.160,2.088,1.740,1.898,0.624,100,0,0.224,0.128,2.208,1.840,2.007,0.224,0.000,0.60,1.91,0.00,1.18,1.46,0.128,0.080,0.020,0.00,0.080,0.128,0.000,9.280E-04,,,
0.160,2.088,1.740,1.898,0.624,100,0,0.224,0.128,2.208,1.840,2.007,0.224,0.000,0.60,1.91,0.00,1.11,1.37,0.148,0.080,0.020,0.00,0.080,0.148,0.000,3.280E-04,,,
0.160,2.088,1.740,1.898,0.624,100,0,0.224,0.128,2.208,1.840,2.007,0.224,0.000,0.60,1.91,0.00,1.14,1.41,0.140,0.080,0.020,0.00,0.080,0.140,0.000,5.920E-04,,,
0.160,2.088,1.740,1.898,0.624,100,0,0.224,0.128,2.208,1.840,2.007,0.224,0.000,0.70,1.91,0.00,1.14,1.14,0.140,0.000,0.020,0.00,0.000,0.140,0.000,8.000E-04,,,
0.160,2.088,1.740,1.898,0.624,100,0,0.224,0.128,2.208,1.840,2.007,0.224,0.000,0.60,1.91,0.00,1.14,1.41,0.140,0.080,0.020,0.00,0.080,0.140,0.000,5.600E-04,,,
0.160,2.088,1.740,1.898,0.624,100,0,0.224,0.128,2.208,1.840,2.007,0.224,0.000,0.60,1.91,0.00,1.14,1.41,0.140,0.080,0.020,0.00,0.080,0.140,0.000,6.000E-04,,,
0.160,2.088,1.740,1.898,0.624,100,0,0.224,0.128,2.208,1.840,2.007,0.224,0.000,0.60,1.91,0.00,1.14,1.41,0.140,0.080,0.020,0.00,0.080,0.140,0.000,6.080E-04,,,
0.060,1.728,1.440,1.571,0.500,100,0,0.100,0.060,1.656,1.380,1.505,0.100,0.000,0.65,1.78,0.67,1.59,2.20,0.264,0.110,-0.060,0.00,0.110,0.144,0.080,0.000E+00,,,
0.060,1.728,1.440,1.571,0.500,100,0,0.100,0.060,1.656,1.380,1.505,0.100,0.000,0.65,1.67,1.40,1.59,2.20,0.264,0.110,-0.040,0.00,0.110,0.144,0.080,0.000E+00,,,
0.060,1.728,1.440,1.571,0.500,100,0,0.100,0.060,1.656,1.380,1.505,0.100,0.000,0.65,1.52,1.71,1.59,2.20,0.264,0.110,-0.020,0.00,0.110,0.144,0.080,0.000E+00,,,
0.060,1.728,1.440,1.571,0.500,100,0,0.100,0.060,1.656,1.380,1.505,0.100,0.000,0.65,1.30,1.89,1.59,2.20,0.264,0.110,0.000,0.00,0.110,0.144,0.080,0.000E+00,,,
0.060,1.728,1.440,1.571,0.500,100,0,0.100,0.060,1.656,1.380,1.505,0.100,0.000,0.65,0.97,2.00,1.59,2.20,0.264,0.110,0.020,0.00,0.110,0.144,0.080,0.000E+00,,,
0.060,1.728,1.440,1.571,0.500,100,0,0.100,0.060,1.656,1.380,1.505,0.100,0.000,0.60,2.22,2.22,2.22,2.22,0.264,0.000,0.000,0.00,0.000,0.144,0.080,0.000E+00,,,
0.060,1.728,1.440,1.571,0.500,100,0,0.100,0.060,1.656,1.380,1.505,0.100,0.000,0.65,1.52,1.71,1.59,2.20,0.264,0.110,-0.020,0.00,0.110,0.144,0.080,0.000E+00,,,
,1.753,1.461,1.593,0.353,12,45,0.177,0.091,1.775,1.479,1.614,0.177,0.000,1.00,0.10,0.10,0.10,0.10,0.084,0.000,0.000,0.00,0.000,0.084,0.000,5.903E-05,,,
,1.753,1.461,1.593,0.353,12,45,0.177,0.091,1.775,1.479,1.614,0.177,0.000,0.70,0.10,0.10,0.10,0.10,0.100,0.000,0.000,0.00,0.000,0.100,0.000,1.826E-05,,,
,1.753,1.461,1.593,0.353,12,45,0.177,0.091,1.775,1.479,1.614,0.177,0.000,0.70,0.10,0.10,0.10,0.10,0.110,0.000,0.000,0.00,0.000,0.110,0.000,9.129E-06,,,
,1.753,1.461,1.593,0.353,12,45,0.177,0.091,1.775,1.479,1.614,0.177,0.000,0.70,0.10,0.10,0.10,0.10,0.100,0.000,0.000,0.00,0.000,0.100,0.000,1.887E-05,,,
,1.753,1.461,1.593,0.353,12,45,0.177,0.091,1.775,1.479,1.614,0.177,0.000,0.70,0.10,0.10,0.10,0.10,0.110,0.000,0.000,0.00,0.000,0.110,0.000,1.278E-05,,,
,1.777,1.481,1.615,0.353,20,45,0.057,0.052,1.813,1.511,1.648,0.057,0.000,1.00,0.10,0.10,0.10,0.10,0.088,0.000,0.000,0.00,0.000,0.088,0.000,1.826E-04,,,
,1.777,1.481,1.615,0.353,20,45,0.057,0.052,1.813,1.511,1.648,0.057,0.000,0.70,0.10,0.10,0.10,0.10,0.105,0.000,0.000,0.00,0.000,0.105,0.000,2.313E-05,,,
,1.777,1.481,1.615,0.353,20,45,0.057,0.052,1.813,1.511,1.648,0.057,0.000,0.70,0.10,0.10,0.10,0.10,0.115,0.000,0.000,0.00,0.000,0.115,0.000,2.252E-05,,,
,1.777,1.481,1.615,0.353,20,45,0.057,0.052,1.813,1.511,1.648,0.057,0.000,0.70,0.10,0.10,0.10,0.10,0.105,0.000,0.000,0.00,0.000,0.105,0.000,5.416E-05,,,
,1.777,1.481,1.615,0.353,20,45,0.057,0.052,1.813,1.511,1.648,0.057,0.000,0.70,0.10,0.10,0.10,0.10,0.115,0.000,0.000,0.00,0.000,0.115,0.000,3.773E-05,,,
,2.081,1.734,1.892,0.353,28,45,0.010,,,,,0.010,0.000,,0.10,0.10,0.10,0.10,0.103,0.000,0.000,0.00,0.000,0.103,0.000,9.737E-07,,,
,2.081,1.734,1.892,0.353,28,45,0.010,,,,,0.010,0.000,,0.10,0.10,0.10,0.10,0.119,0.000,0.000,0.00,0.000,0.119,0.000,1.461E-07,,,
,2.081,1.734,1.892,0.353,28,45,0.010,,,,,0.010,0.000,,0.10,0.10,0.10,0.10,0.129,0.000,0.000,0.00,0.000,0.129,0.000,1.156E-07,,,
,2.081,1.734,1.892,0.353,28,45,0.010,,,,,0.010,0.000,,0.10,0.10,0.10,0.10,0.119,0.000,0.000,0.00,0.000,0.119,0.000,2.921E-07,,,
,2.081,1.734,1.892,0.353,28,45,0.010,,,,,0.010,0.000,,0.10,0.10,0.10,0.10,0.129,0.000,0.000,0.00,0.000,0.129,0.000,2.069E-07,,,
,1.753,1.461,1.593,0.387,12,45,0.210,0.087,1.775,1.479,1.614,0.210,0.000,1.00,0.10,0.10,0.10,0.10,0.050,0.000,0.000,0.00,0.000,0.050,0.000,3.530E-04,,,
,1.753,1.461,1.593,0.387,12,45,0.210,0.087,1.775,1.479,1.614,0.210,0.000,0.84,0.10,0.10,0.10,0.10,0.067,0.000,0.000,0.00,0.000,0.067,0.000,1.156E-04,,,
,1.753,1.461,1.593,0.387,12,45,0.210,0.087,1.775,1.479,1.614,0.210,0.000,0.77,0.10,0.10,0.10,0.10,0.077,0.000,0.000,0.00,0.000,0.077,0.000,7.303E-05,,,
,1.753,1.461,1.593,0.387,12,45,0.210,0.087,1.775,1.479,1.614,0.210,0.000,0.84,0.10,0.10,0.10,0.10,0.067,0.000,0.000,0.00,0.000,0.067,0.000,1.461E-04,,,
,1.753,1.461,1.593,0.387,12,45,0.210,0.087,1.775,1.479,1.614,0.210,0.000,0.77,0.10,0.10,0.10,0.10,0.077,0.000,0.000,0.00,0.000,0.077,0.000,9.129E-05,,,
,1.775,1.479,1.613,0.387,20,45,0.090,0.069,1.808,1.507,1.644,0.090,0.000,1.00,0.10,0.10,0.10,0.10,0.055,0.000,0.000,0.00,0.000,0.055,0.000,1.199E-03,,,
,1.775,1.479,1.613,0.387,20,45,0.090,0.069,1.808,1.507,1.644,0.090,0.000,0.70,0.10,0.10,0.10,0.10,0.072,0.000,0.000,0.00,0.000,0.072,0.000,5.538E-04,,,
,1.775,1.479,1.613,0.387,20,45,0.090,0.069,1.808,1.507,1.644,0.090,0.000,0.70,0.10,0.10,0.10,0.10,0.082,0.000,0.000,0.00,0.000,0.082,0.000,4.017E-04,,,
,1.775,1.479,1.613,0.387,20,45,0.090,0.069,1.808,1.507,1.644,0.090,0.000,0.70,0.10,0.10,0.10,0.10,0.072,0.000,0.000,0.00,0.000,0.072,0.000,6.634E-04,,,
,1.775,1.479,1.613,0.387,20,45,0.090,0.069,1.808,1.507,1.644,0.090,0.000,0.70,0.10,0.10,0.10,0.10,0.082,0.000,0.000,0.00,0.000,0.082,0.000,5.051E-04,,,
,2.147,1.789,1.952,0.387,28,45,0.043,0.036,2.182,1.818,1.984,0.043,0.000,1.00,0.10,0.10,0.10,0.10,0.069,0.000,0.000,0.00,0.000,0.069,0.000,1.461E-04,,,
,2.147,1.789,1.952,0.387,28,45,0.043,0.036,2.182,1.818,1.984,0.043,0.000,0.70,0.10,0.10,0.10,0.10,0.086,0.000,0.000,0.00,0.000,0.086,0.000,3.591E-05,,,
,2.147,1.789,1.952,0.387,28,45,0.043,0.036,2.182,1.818,1.984,0.043,0.000,0.70,0.10,0.10,0.10,0.10,0.096,0.000,0.000,0.00,0.000,0.096,0.000,2.313E-05,,,
,2.147,1.789,1.952,0.387,28,45,0.043,0.036,2.182,1.818,1.984,0.043,0.000,0.70,0.10,0.10,0.10,0.10,0.086,0.000,0.000,0.00,0.000,0.086,0.000,4.747E-05,,,
,2.147,1.789,1.952,0.387,28,45,0.043,0.036,2.182,1.818,1.984,0.043,0.000,0.70,0.10,0.10,0.10,0.10,0.096,0.000,0.000,0.00,0.000,0.096,0.000,3.773E-05,,,
,1.928,1.607,1.753,0.420,12,45,0.243,0.101,1.971,1.643,1.792,0.243,0.000,1.00,0.10,0.10,0.10,0.10,0.017,0.000,0.000,0.00,0.000,0.017,0.000,3.067E-03,,,
,1.928,1.607,1.753,0.420,12,45,0.243,0.101,1.971,1.643,1.792,0.243,0.000,1.00,0.10,0.10,0.10,0.10,0.034,0.000,0.000,0.00,0.000,0.034,0.000,1.528E-03,,,
,1.928,1.607,1.753,0.420,12,45,0.243,0.101,1.971,1.643,1.792,0.243,0.000,1.00,0.10,0.10,0.10,0.10,0.044,0.000,0.000,0.00,0.000,0.044,0.000,1.059E-03,,,
,1.928,1.607,1.753,0.420,12,45,0.243,0.101,1.971,1.643,1.792,0.243,0.000,1.00,0.10,0.10,0.10,0.10,0.034,0.000,0.000,0.00,0.000,0.034,0.000,1.850E-03,,,
,1.928,1.607,1.753,0.420,12,45,0.243,0.101,1.971,1.643,1.792,0.243,0.000,1.00,0.10,0.10,0.10,0.10,0.044,0.000,0.000,0.00,0.000,0.044,0.000,1.175E-03,,,
,1.731,1.442,1.573,0.420,20,45,0.123,0.083,1.765,1.471,1.605,0.123,0.000,1.00,0.10,0.10,0.10,0.10,0.022,0.000,0.000,0.00,0.000,0.022,0.000,2.970E-03,,,
,1.731,1.442,1.573,0.420,20,45,0.123,0.083,1.765,1.471,1.605,0.123,0.000,1.00,0.10,0.10,0.10,0.10,0.038,0.000,0.000,0.00,0.000,0.038,0.000,2.246E-03,,,
,1.731,1.442,1.573,0.420,20,45,0.123,0.083,1.765,1.471,1.605,0.123,0.000,0.95,0.10,0.10,0.10,0.10,0.048,0.000,0.000,0.00,0.000,0.048,0.000,1.668E-03,,,
,1.731,1.442,1.573,0.420,20,45,0.123,0.083,1.765,1.471,1.605,0.123,0.000,1.00,0.10,0.10,0.10,0.10,0.038,0.000,0.000,0.00,0.000,0.038,0.000,2.233E-03,,,
,1.731,1.442,1.573,0.420,20,45,0.123,0.083,1.765,1.471,1.605,0.123,0.000,0.95,0.10,0.10,0.10,0.10,0.048,0.000,0.000,0.00,0.000,0.048,0.000,1.814E-03,,,
,2.038,1.698,1.852,0.420,28,45,0.077,0.057,2.055,1.713,1.868,0.077,0.000,1.00,0.10,0.10,0.10,0.10,0.036,0.000,0.000,0.00,0.000,0.036,0.000,2.167E-03,,,
,2.038,1.698,1.852,0.420,28,45,0.077,0.057,2.055,1.713,1.868,0.077,0.000,0.75,0.10,0.10,0.10,0.10,0.053,0.000,0.000,0.00,0.000,0.053,0.000,1.388E-03,,,
,2.038,1.698,1.852,0.420,28,45,0.077,0.057,2.055,1.713,1.868,0.077,0.000,0.70,0.10,0.10,0.10,0.10,0.063,0.000,0.000,0.00,0.000,0.063,0.000,9.798E-04,,,
,2.038,1.698,1.852,0.420,28,45,0.077,0.057,2.055,1.713,1.868,0.077,0.000,0.75,0.10,0.10,0.10,0.10,0.053,0.000,0.000,0.00,0.000,0.053,0.000,1.394E-03,,,
,2.038,1.698,1.852,0.420,28,45,0.077,0.057,2.055,1.713,1.868,0.077,0.000,0.70,0.10,0.10,0.10,0.10,0.063,0.000,0.000,0.00,0.000,0.063,0.000,1.102E-03,,,
,1.775,1.479,1.613,0.353,20,0,0.057,0.050,1.808,1.479,1.613,0.057,0.000,1.00,0.10,0.10,0.10,0.10,0.088,0.000,0.000,0.00,0.000,0.088,0.000,2.008E-04,,,
,1.775,1.479,1.613,0.353,20,0,0.057,0.050,1.808,1.479,1.613,0.057,0.000,0.70,0.10,0.10,0.10,0.10,0.105,0.000,0.000,0.00,0.000,0.105,0.000,3.104E-05,,,
,1.775,1.479,1.613,0.353,20,0,0.057,0.066,1.808,1.479,1.613,0.057,0.000,0.70,0.10,0.10,0.10,0.10,0.115,0.000,0.000,0.00,0.000,0.115,0.000,2.008E-05,,,
,1.775,1.479,1.613,0.387,20,0,0.090,0.066,1.808,1.479,1.613,0.090,0.000,1.00,0.10,0.10,0.10,0.10,0.055,0.000,0.000,0.00,0.000,0.055,0.000,7.181E-04,,,
,1.775,1.479,1.613,0.387,20,0,0.090,0.066,1.808,1.479,1.613,0.090,0.000,0.70,0.10,0.10,0.10,0.10,0.072,0.000,0.000,0.00,0.000,0.072,0.000,4.747E-04,,,
,1.775,1.479,1.613,0.387,20,0,0.090,0.069,1.765,1.479,1.613,0.090,0.000,0.70,0.10,0.10,0.10,0.10,0.082,0.000,0.000,0.00,0.000,0.082,0.000,2.982E-04,,,
,1.731,1.442,1.573,0.420,20,0,0.123,0.069,1.765,1.442,1.573,0.123,0.000,1.00,0.10,0.10,0.10,0.10,0.022,0.000,0.000,0.00,0.000,0.022,0.000,1.966E-03,,,
,1.731,1.442,1.573,0.420,20,0,0.123,0.069,1.765,1.442,1.573,0.123,0.000,0.97,0.10,0.10,0.10,0.10,0.038,0.000,0.000,0.00,0.000,0.038,0.000,1.576E-03,,,
,1.731,1.442,1.573,0.420,20,0,0.123,0.068,1.765,1.442,1.573,0.123,0.000,0.87,0.10,0.10,0.10,0.10,0.048,0.000,0.000,0.00,0.000,0.048,0.000,1.254E-03,,,
0.066,1.181,0.984,1.073,0.457,10,0,0.107,0.059,1.003,0.836,0.912,0.107,0.000,0.40,3.00,3.00,3.00,3.00,0.119,0.000,0.000,0.00,0.000,0.094,0.091,3.130E-07,,,
0.045,0.993,0.827,0.903,0.477,10,0,0.127,0.043,0.863,0.719,0.785,0.127,0.000,0.40,3.00,3.00,3.00,3.00,0.099,0.000,0.000,0.00,0.000,0.074,0.091,0.000E+00,,,
0.055,1.073,0.894,0.976,0.487,10,0,0.137,0.051,0.957,0.797,0.870,0.137,0.000,0.40,3.00,3.00,3.00,3.00,0.089,0.000,0.000,0.00,0.000,0.064,0.091,2.907E-07,,,
0.086,1.368,1.140,1.244,0.467,15,0,0.142,0.076,1.213,1.011,1.103,0.142,0.000,0.40,3.00,3.00,3.00,3.00,0.109,0.000,0.000,0.00,0.000,0.084,0.091,2.012E-06,,,
0.075,1.261,1.051,1.146,0.382,43,0,0.077,0.055,0.957,0.797,0.870,0.077,0.000,0.40,3.00,3.00,3.00,3.00,0.194,0.000,0.000,0.00,0.000,0.169,0.091,0.000E+00,,,
0.066,1.181,0.984,1.073,0.457,13,0,0.122,0.059,1.003,0.836,0.912,0.122,0.000,0.40,3.00,3.00,3.00,3.00,0.094,0.000,0.000,0.00,0.000,0.069,0.091,1.901E-06,,,
0.086,1.368,1.140,1.244,0.467,13,0,0.132,0.075,1.213,1.011,1.103,0.132,0.000,0.40,3.00,3.00,3.00,3.00,0.084,0.000,0.000,0.00,0.000,0.059,0.091,4.584E-05,,,
0.095,1.422,1.185,1.293,0.467,13,0,0.132,0.088,1.237,1.031,1.124,0.132,0.000,0.40,3.00,3.00,3.00,3.00,0.084,0.000,0.000,0.00,0.000,0.059,0.091,9.280E-05,,,
0.066,1.181,0.984,1.073,0.457,8,0,0.317,0.065,1.003,0.836,0.912,0.237,0.154,0.40,1.50,1.50,1.50,1.50,0.119,0.000,0.000,0.00,0.000,0.094,0.115,5.031E-06,,,
0.048,1.020,0.850,0.927,0.477,8,0,0.337,0.048,0.887,0.739,0.806,0.257,0.154,0.40,1.50,1.50,1.50,1.50,0.099,0.000,0.000,0.00,0.000,0.074,0.115,4.472E-07,,,
0.056,1.100,0.917,1.000,0.487,8,0,0.347,0.055,0.933,0.778,0.848,0.267,0.154,0.40,1.50,1.50,1.50,1.50,0.089,0.000,0.000,0.00,0.000,0.064,0.115,2.907E-06,,,
0.082,1.315,1.096,1.195,0.467,8,0,0.327,0.084,1.143,0.953,1.039,0.247,0.154,0.40,1.50,1.50,1.50,1.50,0.109,0.000,0.000,0.00,0.000,0.084,0.115,4.584E-05,,,
0.075,1.261,1.051,1.146,0.382,8,0,0.242,0.058,0.957,0.797,0.870,0.162,0.154,0.40,1.50,1.50,1.50,1.50,0.194,0.000,0.000,0.00,0.000,0.169,0.115,4.472E-07,,,
0.066,1.181,0.984,1.073,0.457,9,0,0.332,0.065,1.003,0.836,0.912,0.157,0.155,0.40,1.50,1.50,1.50,1.50,0.119,0.000,0.000,0.00,0.000,0.094,0.115,1.453E-06,,,
0.048,1.020,0.850,0.927,0.477,9,0,0.352,0.048,0.887,0.739,0.806,0.177,0.155,0.40,1.50,1.50,1.50,1.50,0.099,0.000,0.000,0.00,0.000,0.074,0.115,1.118E-07,,,
0.056,1.100,0.917,1.000,0.487,9,0,0.362,0.055,0.933,0.778,0.848,0.187,0.155,0.40,1.50,1.50,1.50,1.50,0.089,0.000,0.000,0.00,0.000,0.064,0.115,7.826E-07,,,
0.082,1.315,1.096,1.195,0.467,9,0,0.342,0.084,1.143,0.953,1.039,0.167,0.155,0.40,1.50,1.50,1.50,1.50,0.109,0.000,0.000,0.00,0.000,0.084,0.115,2.024E-05,,,
0.075,1.261,1.051,1.146,0.382,9,0,0.257,0.058,0.957,0.797,0.870,0.082,0.155,0.40,1.50,1.50,1.50,1.50,0.194,0.000,0.000,0.00,0.000,0.169,0.115,3.354E-07,,,
0.066,1.181,0.984,1.073,0.457,9,0,0.332,0.065,1.003,0.836,0.912,0.157,0.155,0.40,1.50,1.50,1.50,1.50,0.119,0.000,0.000,0.00,0.000,0.094,0.340,8.944E-08,,,
0.048,1.020,0.850,0.927,0.477,9,0,0.352,0.048,0.887,0.739,0.806,0.177,0.155,0.40,1.50,1.50,1.50,1.50,0.099,0.000,0.000,0.00,0.000,0.074,0.340,0.000E+00,,,
0.056,1.100,0.917,1.000,0.487,9,0,0.362,0.055,0.933,0.778,0.848,0.187,0.155,0.40,1.50,1.50,1.50,1.50,0.089,0.000,0.000,0.00,0.000,0.064,0.340,1.118E-08,,,
0.082,1.315,1.096,1.195,0.467,9,0,0.342,0.084,1.143,0.953,1.039,0.167,0.155,0.40,1.50,1.50,1.50,1.50,0.109,0.000,0.000,0.00,0.000,0.084,0.340,8.721E-06,,,
0.075,1.261,1.051,1.146,0.382,9,0,0.257,0.058,0.957,0.797,0.870,0.082,0.155,0.40,1.50,1.50,1.50,1.50,0.194,0.000,0.000,0.00,0.000,0.169,0.340,0.000E+00,,,
0.220,1.670,1.391,1.518,0.512,60,0,0.084,0.068,1.685,1.404,1.532,0.028,0.000,0.90,2.65,0.11,0.95,1.34,0.172,0.072,-0.036,0.00,0.072,0.172,0.000,2.016E-05,,,
0.220,2.296,1.913,2.087,0.512,60,0,0.084,0.073,2.335,1.946,2.123,0.028,0.000,0.90,2.65,0.11,0.92,1.29,0.172,0.072,-0.036,0.00,0.072,0.172,0.000,6.688E-05,,,
0.220,1.670,1.391,1.518,0.548,60,0,0.120,0.086,1.685,1.404,1.532,0.064,0.000,1.00,2.65,0.11,0.74,1.03,0.136,0.072,0.000,0.00,0.072,0.136,0.000,3.250E-04,,,
0.220,2.296,1.913,2.087,0.548,60,0,0.120,0.093,2.335,1.946,2.123,0.064,0.000,1.00,2.65,0.11,0.72,1.00,0.136,0.072,0.000,0.00,0.072,0.136,0.000,5.309E-04,,,
0.220,1.670,1.391,1.518,0.590,60,0,0.162,0.106,1.685,1.404,1.532,0.106,0.000,1.00,2.65,0.11,0.63,0.87,0.094,0.072,0.042,0.00,0.072,0.094,0.000,2.237E-03,,,
0.220,2.296,1.913,2.087,0.590,60,0,0.162,0.116,2.335,1.946,2.123,0.106,0.000,1.00,2.65,0.11,0.72,1.00,0.094,0.072,0.042,0.00,0.072,0.094,0.000,2.503E-03,,,
0.220,2.296,1.913,2.087,0.590,60,0,0.162,0.116,2.335,1.946,2.123,0.106,0.000,1.00,2.65,0.11,0.72,1.00,0.094,0.072,0.042,0.00,0.072,0.094,0.000,1.365E-03,,,
